Name,"Flour, white, all purpose, per lb. (453.6 gm)","Rice, white, long grain, uncooked, per lb. (453.6 gm)","Spaghetti and macaroni, per lb. (453.6 gm)","Bread, white, pan, per lb. (453.6 gm)","Bread, French, per lb. (453.6 gm)","Bread, whole wheat, pan, per lb. (453.6 gm)","Cookies, chocolate chip, per lb. (453.6 gm)","Crackers, soda, salted, per lb. (453.6 gm)","Ground chuck, 100% beef, per lb. (453.6 gm)","Ground beef, 100% beef, per lb. (453.6 gm)","Ground beef, lean and extra lean, per lb. (453.6 gm)","Chuck roast, USDA Choice, bone-in, per lb. (453.6 gm)","Chuck roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Rib roast, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, T-Bone, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, rib eye, USDA Choice, boneless, per lb. (453.6 gm)","Short ribs, any primal source, bone-in, per lb. (453.6 gm)","Beef for stew, boneless, per lb. (453.6 gm)","Steak, round, USDA Choice, boneless, per lb. (453.6 gm)","Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)","Bacon, sliced, per lb. (453.6 gm)","Chops, center cut, bone-in, per lb. (453.6 gm)","Chops, boneless, per lb. (453.6 gm)","Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm)","Ham, boneless, excluding canned, per lb. (453.6 gm)","Ham, canned, 3 or 5 lbs, per lb. (453.6 gm)","Shoulder picnic, bone-in, smoked, per lb. (453.6 gm)","Sausage, fresh, loose, per lb. (453.6 gm)","Frankfurters, all meat or all beef, per lb. (453.6 gm)","Bologna, all beef or mixed, per lb. (453.6 gm)","Lamb and mutton, bone-in, per lb. (453.6 gm)","Chicken, fresh, whole, per lb. (453.6 gm)","Chicken breast, bone-in, per lb. (453.6 gm)","Chicken legs, bone-in, per lb. (453.6 gm)","Turkey, frozen, whole, per lb. (453.6 gm)","Tuna, light, chunk, per lb. (453.6 gm)","Eggs, grade A, large, per doz.","Eggs, grade AA, large, per doz.","Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit)","Milk, fresh, whole, fortified, per gal. (3.8 lit)","Milk, fresh, low fat, per 1/2 gal. (1.9 lit)","Milk, fresh, low fat, per gal. (3.8 lit)","Butter, salted, grade AA, stick, per lb. (453.6 gm)","Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm)","American processed cheese, per lb. (453.6 gm)","Cheddar cheese, natural, per lb. (453.6 gm)","Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit)","Apples, Red Delicious, per lb. (453.6 gm)","Bananas, per lb. (453.6 gm)","Oranges, Navel, per lb. (453.6 gm)","Oranges, Valencia, per lb. (453.6 gm)","Grapefruit, per lb. (453.6 gm)","Lemons, per lb. (453.6 gm)","Pears, Anjou, per lb. (453.6 gm)","Peaches, per lb. (453.6 gm)","Strawberries, dry pint, per 12 oz. (340.2 gm)","Grapes, Thompson Seedless, per lb. (453.6 gm)","Cherries, per lb. (453.6 gm)","Potatoes, white, per lb. (453.6 gm)","Lettuce, iceberg, per lb. (453.6 gm)","Tomatoes, field grown, per lb. (453.6 gm)","Cabbage, per lb. (453.6 gm)","Celery, per lb. (453.6 gm)","Carrots, short trimmed and topped, per lb. (453.6 gm)","Onions, dry yellow, per lb. (453.6 gm)","Peppers, sweet, per lb. (453.6 gm)","Cucumbers, per lb. (453.6 gm)","Broccoli, per lb. (453.6 gm)","Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml)","Apple Sauce, any variety, all sizes, per lb. (453.6 gm)","Peaches, any variety, all sizes, per lb. (453.6 gm)","Potatoes, frozen, French fried, per lb. (453.6 gm)","Corn, canned, any style, all sizes, per lb. (453.6 gm)","Tomatoes, canned, any type, all sizes,  per lb. (453.6 gm)","Beans, dried, any type, all sizes, per lb. (453.6 gm)","Sugar, white, all sizes, per lb. (453.6 gm)","Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm)","Margarine, stick, per lb. (453.6 gm)","Margarine, soft, tubs, per lb. (453.6 gm)","Shortening, vegetable oil blends, per lb. (453.6 gm)","Peanut butter, creamy, all sizes, per lb. (453.6 gm)","Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml)","Cola, nondiet, per 2 liters (67.6 oz)","Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm)","Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm)","Potato chips, per 16 oz.","Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml)","Vodka, all types, all sizes, any origin, per 1 liter (33.8 oz)","Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz)",Fuel oil #2 per gallon (3.785 liters),Utility (piped) gas - 40 therms,Electricity per KWH,Utility (piped) gas - 100 therms,Utility (piped) gas per therm,Electricity per 500 KWH,"Gasoline, leaded regular (cost per gallon/3.8 liters)","Gasoline, unleaded regular, per gallon/3.785 liters","Gasoline, unleaded midgrade, per gallon/3.785 liters","Gasoline, unleaded premium, per gallon/3.785 liters","Automotive diesel fuel, per gallon/3.785 liters","Gasoline, all types, per gallon/3.785 liters","All uncooked ground beef, per lb. (453.6 gm)","All Uncooked Beef Roasts, per lb. (453.6 gm)","All Uncooked Beef Steaks, per lb. (453.6 gm)","All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm)","All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","All Pork Chops, per lb. (453.6 gm)","All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","Chicken breast, boneless, per lb. (453.6 gm)","Lettuce, romaine, per lb. (453.6 gm)"
"Nov
1991",0.218,0.517,0.853,0.731,1.276,1.039,2.812,,1.949,1.567,2.181,2.056,2.292,2.553,2.998,2.818,4.604,5.229,5.919,2.637,2.609,3.384,3.212,3.741,3.573,4.152,2.071,3.11,,1.692,2.956,3.15,1.264,2.346,2.305,2.529,,0.857,2.026,1.131,0.916,2.051,0.95,,1.376,,1.326,,1.935,0.697,3.462,3.521,2.588,0.839,0.431,0.731,,0.544,1.215,,,,1.406,,0.287,0.868,0.813,0.43,0.467,0.42,0.347,0.926,0.524,,1.771,,,0.9,,,,0.419,0.385,0.804,1.318,0.837,2.071,0.441,,2.673,,2.93,,,,1.02,26.012,0.084,57.605,0.604,43.745,,1.134,,1.318,,1.193,,,,,,,,,
"Dec
1991",0.223,0.51,0.857,0.717,,1.051,2.755,,1.932,1.577,2.142,2.184,2.22,2.547,2.96,2.82,4.588,5.21,6.125,2.649,2.594,3.38,3.241,3.784,3.531,4.018,1.994,3.124,,1.617,2.826,3.149,1.298,2.237,2.376,2.543,,0.864,2.022,1.141,0.914,2.045,1.012,,1.4,,1.343,,1.938,0.654,3.487,3.534,2.632,0.864,0.419,0.652,,0.529,1.21,0.881,,,1.653,,0.283,0.686,0.793,0.463,0.448,0.511,0.369,0.824,0.551,,1.739,,,0.924,,,,0.418,0.384,0.834,1.343,0.838,2.044,0.438,,2.625,,2.954,,,,1.017,26.12,0.085,58.111,0.606,44.303,,1.123,,1.309,,1.182,,,,,,,,,
"Jan
1992",0.241,0.516,0.835,0.726,,1.046,2.798,,1.926,1.601,2.184,2.109,2.286,2.49,3.024,2.81,4.573,5.294,5.853,2.611,2.557,3.404,3.173,3.631,3.59,4.03,1.957,3.081,,1.545,2.824,3.283,1.283,2.358,2.375,2.492,,0.878,2.071,1.147,0.961,2.05,0.933,,1.396,,1.359,,1.931,0.641,3.409,3.659,2.631,0.876,0.428,0.643,,0.52,1.056,0.83,,,1.782,,0.286,0.573,0.936,0.44,0.459,0.504,0.363,0.954,0.741,,1.879,,,0.93,,,,0.425,0.393,0.871,1.341,0.855,2.026,0.458,,2.668,,2.942,,,,0.985,26.376,0.085,58.328,0.611,44.501,,1.073,,1.267,,1.135,,,,,,,,,
"Feb
1992",0.244,0.515,0.867,0.73,,1.043,2.804,,1.932,1.587,2.186,2.112,2.247,2.462,2.913,2.791,4.629,5.272,5.994,2.638,2.625,3.416,3.163,3.795,3.612,4.129,1.954,3.152,,1.605,2.747,3.278,1.219,2.336,2.308,2.483,,0.849,2.008,1.092,0.949,2.091,0.881,,1.382,,1.355,,1.955,0.612,3.452,3.634,2.638,0.886,0.493,0.616,,0.513,1.003,0.793,0.962,1.43,1.323,,0.285,0.501,1.43,0.418,0.454,0.486,0.358,1.383,0.907,,1.963,,,0.924,,,,0.424,0.393,0.882,1.354,0.849,2.019,0.465,,2.688,,2.914,,,,0.975,25.956,0.084,57.259,0.6,44.352,,1.054,,1.248,,1.117,,,,,,,,,
"Mar
1992",0.239,0.515,0.858,0.747,,1.042,2.924,,1.972,1.545,2.186,2.093,2.299,2.603,2.999,2.845,4.677,5.274,5.924,2.634,2.652,3.452,3.083,3.901,3.844,4.189,1.922,3.08,,1.639,2.713,3.238,1.229,2.26,2.285,2.51,,0.859,1.952,1.066,0.951,2.063,0.85,,1.384,,1.33,,1.922,0.604,3.3,3.612,2.546,0.899,0.517,0.563,,0.524,0.933,0.855,,1.173,1.302,,0.28,0.524,1.729,0.343,0.432,0.489,0.407,1.541,0.936,,1.922,,,0.853,,,,0.419,0.39,0.833,1.288,0.842,1.998,,,2.631,,2.943,,,,0.961,25.54,0.086,55.934,0.567,45.101,,1.058,,1.25,,1.122,,,,,,,,,
"Apr
1992",0.238,0.522,0.855,0.746,,1.049,2.877,,1.949,1.563,2.174,2.116,2.29,2.569,3.011,2.885,4.48,5.259,5.994,2.586,2.64,3.451,3.181,3.796,3.911,4.249,1.915,3.093,,1.476,2.695,3.15,1.268,2.228,2.261,2.5,,0.861,1.957,1.113,0.981,2.065,0.829,,1.371,,1.347,,1.807,0.618,3.385,3.582,2.628,0.913,0.484,0.537,,0.552,0.921,0.834,,0.96,1.409,,0.285,0.546,1.623,0.383,0.505,0.465,0.556,1.312,0.769,,1.976,,,0.841,,,,0.417,0.387,0.846,1.301,0.844,1.96,,,2.612,,2.857,,,,0.951,25.874,0.086,56.526,0.575,44.963,,1.079,,1.268,,1.143,,,,,,,,,
"May
1992",0.245,0.524,0.846,0.752,,1.045,2.872,,1.924,1.545,2.158,2.146,2.291,2.512,2.989,2.85,4.571,5.377,6.144,2.594,2.601,3.388,3.137,3.821,3.88,4.173,1.904,3.138,,1.54,2.638,3.094,1.237,2.254,2.215,2.426,,0.854,1.959,1.104,0.988,2.069,0.836,,1.366,,1.336,,1.893,0.616,3.267,3.561,2.577,0.925,0.445,0.573,,0.625,0.981,0.839,,0.831,,,0.292,0.532,0.828,0.373,0.577,0.45,0.428,0.948,0.623,,1.959,,,0.853,,,,0.417,0.387,0.877,1.303,0.853,1.958,,,2.66,,2.871,,,,0.952,26.616,0.087,57.218,0.58,45.311,,1.136,,1.317,,1.197,,,,,,,,,
"Jun
1992",0.244,0.52,0.859,0.757,,1.067,2.86,,1.917,1.535,2.155,2.017,2.214,2.515,2.949,2.757,4.696,5.461,6.174,2.58,2.599,3.395,3.065,3.918,3.96,4.326,1.926,3.189,,1.578,2.617,3.185,1.192,2.179,2.209,2.458,,0.861,2.039,1.131,0.985,2.033,0.801,,1.39,,1.351,,1.819,0.599,3.337,3.588,2.599,0.962,0.463,,,0.648,0.988,0.83,0.933,1.048,1.37,,0.294,0.498,0.747,0.353,0.591,0.446,0.429,0.899,0.607,,1.933,,,0.853,,,,0.415,0.384,0.865,1.295,0.857,1.962,,,2.625,,2.906,,,,0.954,26.67,0.092,57.433,0.582,46.708,,1.179,,1.359,,1.239,,,,,,,,,
"Jul
1992",0.252,0.54,0.871,0.771,,1.074,2.844,,1.857,1.487,2.092,2.061,2.146,2.479,2.966,2.794,4.51,5.636,6.144,2.626,2.465,3.334,3.095,3.921,4.045,4.312,1.937,3.232,,1.627,2.799,,1.246,2.17,2.204,2.452,,0.878,2.068,1.147,0.988,2.042,0.827,,1.386,,1.376,,1.845,0.592,3.312,3.579,2.562,0.991,0.431,,0.582,0.671,1.017,,0.776,0.988,1.014,,0.328,0.508,0.801,0.353,0.543,0.472,0.428,0.861,0.596,,1.936,,,0.851,,,,0.416,0.38,0.85,1.29,0.853,1.918,,,2.645,,2.911,,,,0.947,26.875,0.092,57.801,0.586,46.862,,1.174,,1.362,,1.237,,,,,,,,,
"Aug
1992",0.256,0.537,0.881,0.776,,1.073,2.851,,1.88,1.533,2.127,2.057,2.112,2.422,2.941,2.799,4.762,5.302,6.019,2.616,2.522,3.342,3.087,3.886,3.908,4.278,1.938,3.177,,1.686,2.872,3.128,1.217,2.164,2.234,2.492,,0.882,2.078,1.144,1.005,2.013,0.809,,1.401,,1.376,,1.852,0.617,3.295,3.57,2.615,1.015,0.509,,0.568,0.701,1.009,,0.851,1.185,0.928,,0.352,0.638,0.802,0.319,0.551,0.488,0.443,0.79,0.558,,1.906,,,0.869,,,,0.411,0.38,0.848,1.314,0.838,1.874,,,2.613,,2.974,,,,0.943,26.689,0.091,57.657,0.582,46.608,,1.158,,1.348,,1.221,,,,,,,,,
"Sep
1992",0.249,0.542,0.866,0.756,,1.064,2.661,,1.894,1.521,2.129,2.08,2.21,2.469,3,2.755,4.776,5.437,6.154,2.621,2.566,3.322,3.123,3.747,3.772,4.349,1.925,3.184,,1.655,2.77,3.112,1.261,2.098,2.148,2.425,,0.881,2.059,1.116,1.01,1.971,0.873,,1.408,,1.382,,1.811,0.6,3.327,3.565,2.583,0.933,0.459,,0.545,0.731,1.144,,0.945,1.473,0.992,,0.33,0.709,0.765,0.318,0.524,0.46,0.435,0.855,0.594,,1.877,,,0.858,,,,0.41,0.379,0.84,1.312,0.798,1.905,,,2.537,,2.856,,,,0.945,27.724,0.092,59.732,0.604,47.115,,1.158,,1.346,,1.222,,,,,,,,,
"Oct
1992",0.241,0.543,0.843,0.752,,1.064,2.61,,1.896,1.546,2.157,2.128,2.182,2.477,3.017,2.796,4.715,5.44,6.223,2.634,2.559,3.385,3.109,3.75,3.789,4.175,1.892,3.156,,1.681,2.81,3.112,1.189,2.165,2.209,2.445,,0.865,2.099,1.112,0.995,1.957,0.858,,1.412,,,,1.812,0.597,3.371,3.611,2.603,0.765,0.442,,0.541,0.731,1.11,,,1.19,1.162,,0.313,0.657,1.001,0.329,0.49,0.446,0.399,0.948,0.655,,1.83,,,0.857,,,,0.412,0.381,0.844,1.316,0.807,1.872,,,2.492,,2.937,,,,0.969,28.607,0.088,61.163,0.614,45.938,,1.154,,1.345,,1.219,,,,,,,,,
"Nov
1992",0.234,0.536,0.854,0.747,,1.084,2.618,,1.909,1.535,2.155,2.046,2.19,2.487,2.978,2.73,4.671,5.428,6.238,2.655,2.575,3.383,3.08,3.801,3.725,4.247,1.85,3.146,,1.686,2.764,3.127,1.176,2.086,2.227,2.484,3.378,0.885,2.062,1.125,0.894,1.986,0.897,,1.404,,,,1.662,0.614,3.262,3.481,2.531,0.753,0.422,0.571,,0.549,1.007,,,,1.595,,0.301,0.578,1.242,0.363,0.476,0.454,0.413,1.12,0.534,,1.774,,,0.873,,,,0.412,0.382,0.825,1.272,0.79,1.897,,,2.391,,2.836,,,,0.978,28.479,0.086,62.051,0.623,45.602,,1.159,,1.351,,1.223,,,,,,,,,
"Dec
1992",0.233,0.525,0.859,0.738,,1.086,2.546,,1.908,1.5,2.155,2.092,2.199,2.549,3.012,2.861,4.694,5.387,6.191,2.653,2.559,3.342,3.057,3.751,3.68,4.229,1.863,3.147,,1.648,2.73,,1.182,2.139,2.216,2.454,3.323,0.879,2.08,1.139,0.93,1.963,0.928,,1.39,,,,1.642,0.626,3.098,3.395,2.489,0.764,0.404,0.516,,0.524,0.904,0.803,,,,,0.308,0.657,1.227,0.375,0.481,0.437,0.42,1.148,0.51,,1.7,,,0.857,,,,0.406,0.375,0.809,1.202,0.789,1.881,,,2.364,,2.84,,,,0.971,28.467,0.088,61.982,0.623,46.779,,1.136,,1.33,,1.201,,,,,,,,,
"Jan
1993",0.242,0.526,0.838,0.748,,1.083,2.504,,1.97,1.565,2.209,2.128,2.233,2.529,3.095,2.885,4.748,5.365,6.225,2.682,2.579,3.425,3.168,3.822,3.866,4.171,1.874,3.143,,1.61,2.738,,1.198,2.156,2.179,2.42,3.379,0.875,2.071,1.095,0.978,1.97,0.898,,1.385,,,,1.694,0.605,3.146,3.369,2.567,0.81,0.426,0.514,,0.518,0.92,0.777,,,1.831,,0.311,0.625,1.141,0.395,0.64,0.48,0.438,1.068,0.519,,1.677,,,0.87,,,,0.412,0.383,0.839,1.195,0.793,1.894,,,2.352,,2.832,,,,0.969,28.749,0.089,62.456,0.627,46.959,,1.117,,1.313,,1.182,,,,,,,,,
"Feb
1993",0.242,0.53,0.848,0.751,,1.061,2.52,,1.957,1.562,2.194,2.089,2.259,2.568,3.164,2.92,4.774,5.406,6.186,2.705,2.597,3.442,3.124,3.809,3.913,4.427,1.84,3.157,,1.57,2.688,,1.163,2.158,2.116,2.43,,0.871,2.048,1.084,0.989,1.945,0.895,,1.373,,,,1.68,0.604,3.162,3.321,2.551,0.817,0.475,0.506,,0.505,0.868,0.805,1.201,1.467,1.48,,0.311,0.579,1.098,0.394,0.787,0.474,0.444,1.01,0.577,,1.753,,,0.845,,,,0.41,0.381,0.836,1.194,0.795,1.847,,,2.452,,2.935,,,,0.973,28.594,0.087,61.877,0.619,46.286,,1.108,,1.301,,1.172,,,,,,,,,
"Mar
1993",0.238,0.525,0.836,0.742,,1.08,2.447,,1.984,1.562,2.209,2.165,2.281,2.545,3.084,2.896,4.726,5.549,6.122,2.739,2.642,3.427,3.162,3.828,3.92,4.424,1.802,3.222,,1.584,2.752,,1.131,2.119,2.107,2.436,,0.879,2.09,1.099,1.005,1.91,0.927,,1.37,,,,1.733,0.59,3.142,3.35,2.563,0.802,0.475,0.506,,0.495,0.879,0.855,,1.26,1.33,,0.327,0.843,0.88,0.376,0.868,0.456,0.449,1.117,0.635,,1.619,,,0.859,,,,0.406,0.379,0.829,1.171,0.794,1.839,,,2.462,,2.839,,,,0.977,28.453,0.088,61.798,0.616,46.835,,1.098,,1.294,,1.163,,,,,,,,,
"Apr
1993",0.23,0.522,0.804,0.744,,1.06,2.421,,2,1.588,2.223,2.143,2.336,2.554,3.088,2.986,4.713,5.605,6.246,2.783,2.617,3.492,3.319,3.923,3.882,4.511,1.892,3.22,,1.422,2.537,,1.135,2.109,2.124,2.433,,0.874,2.061,1.127,1.007,1.91,0.997,,1.368,,,,1.643,0.594,3.157,3.299,2.509,0.802,0.483,0.521,,0.468,0.901,0.866,,0.908,1.467,,0.354,0.854,1.016,0.427,0.672,0.447,0.586,1.342,0.814,,1.627,,,0.846,,,,0.408,0.379,0.819,1.172,0.796,1.865,,,2.477,,2.836,,,,0.977,28.467,0.088,61.945,0.616,47.015,,1.112,,1.304,,1.175,,,,,,,,,
"May
1993",0.239,0.518,0.8,0.752,,1.07,2.496,,1.975,1.56,2.228,2.086,2.292,2.567,3.074,2.959,4.902,5.945,6.431,2.737,2.646,3.467,3.29,4.023,4.007,4.602,1.91,3.219,,1.514,2.604,,1.128,2.156,2.146,2.437,,0.888,2.049,1.147,1.007,1.934,0.895,,1.367,,,,1.666,0.585,3.151,3.323,2.411,0.815,0.472,0.549,,0.447,0.971,0.881,,0.874,,,0.36,0.779,1.553,0.484,0.658,0.435,0.657,1.754,0.669,,1.572,,,0.848,,,,0.408,0.381,0.812,1.185,0.802,1.826,,,2.514,,2.898,,,,0.963,29.293,0.09,63.13,0.628,47.19,,1.129,,1.319,,1.193,,,,,,,,,
"Jun
1993",0.238,0.518,0.809,0.752,,1.068,2.564,,1.933,1.562,2.189,2.16,2.271,2.55,3.074,2.902,4.849,5.687,6.646,2.702,2.562,3.456,3.227,4.142,3.963,4.608,1.949,3.255,,1.509,2.731,,1.15,2.137,2.164,2.416,,0.891,2.058,1.1,1.027,1.928,0.921,,1.406,,,,1.645,0.587,3.137,3.331,2.528,0.835,0.446,,0.536,0.475,1.058,0.933,0.959,1.066,1.406,,0.379,0.531,1.278,0.471,0.583,0.437,0.529,1.207,0.526,,1.587,,,0.873,,,,0.403,0.375,0.817,1.202,0.793,1.854,,,2.533,,2.827,,,,0.95,29.598,0.094,63.888,0.636,48.535,,1.13,,1.321,,1.194,,,,,,,,,
"Jul
1993",0.237,0.527,0.804,0.762,,1.086,2.583,,1.945,1.577,2.22,2.098,2.251,2.596,3.034,2.843,4.907,5.73,6.522,2.669,2.605,3.372,3.12,4.06,3.963,4.51,1.955,3.343,,1.589,2.752,,1.152,2.114,1.919,2.441,,0.89,2.062,1.106,1.029,1.972,0.9,,1.396,,,,1.663,0.597,3.088,3.356,2.432,0.854,0.448,,0.571,0.529,1.222,,0.829,1.013,1.338,,0.376,0.648,0.824,0.442,0.518,0.431,0.464,0.97,0.528,,1.558,,,0.887,,,,0.402,0.375,0.813,1.194,0.797,1.843,,,2.548,,2.893,,,,0.937,29.546,0.095,63.87,0.635,48.68,,1.109,,1.305,,1.174,,,,,,,,,
"Aug
1993",0.238,0.507,0.831,0.745,,1.085,2.408,,1.911,1.573,2.228,2.007,2.246,2.5,3.004,2.848,4.942,5.775,6.517,2.592,2.55,3.329,3.193,3.989,3.873,4.415,1.954,3.267,,1.588,2.81,,1.151,2.104,2.038,2.288,3.073,0.896,2.046,1.069,1.018,1.995,0.929,,1.417,,,,1.689,0.592,3.093,3.343,2.548,0.904,0.422,,0.609,0.611,1.291,,0.854,1.069,1.21,,0.37,0.654,0.856,0.422,0.502,0.4,0.441,0.922,0.505,,1.61,,,0.842,,,,0.406,0.379,0.787,1.172,0.798,1.843,,,2.5,,2.966,,,,0.906,29.789,0.097,64.28,0.638,49.692,,1.097,,1.294,,1.163,,,,,,,,,
"Sep
1993",0.232,0.494,0.845,0.748,,1.084,2.445,,1.886,1.551,2.22,2.033,2.264,2.474,3.056,2.787,4.976,5.594,6.576,2.582,2.569,3.354,3.136,3.88,3.817,4.389,1.982,3.324,,1.607,2.792,,1.185,2.119,2.085,2.294,3.086,0.897,2.054,1.094,1.026,2.01,0.89,,1.413,,,,1.642,0.583,3.013,3.336,2.497,0.939,0.395,,0.747,0.628,1.341,,0.899,1.151,1.179,,0.341,0.64,1.092,0.411,0.485,0.383,0.429,0.93,0.484,,1.626,,,0.862,,,,0.404,0.38,0.808,1.134,0.81,1.805,,,2.493,,2.895,,,,0.907,30.204,0.097,65.185,0.646,49.751,,1.085,,1.282,,1.151,,,,,,,,,
"Oct
1993",0.228,0.495,0.817,0.75,,1.076,2.325,,1.913,1.556,2.235,2.089,2.219,2.535,3.009,2.882,4.957,5.71,6.522,2.582,2.508,3.33,3.24,3.83,3.873,4.304,1.988,3.263,,1.632,2.769,,1.204,2.081,2.11,2.341,3.143,0.893,2.107,1.116,1.034,2.018,0.897,,1.395,,,,1.63,0.587,3.05,3.322,2.61,0.85,0.405,,0.808,0.629,1.341,,,1.261,1.31,,0.341,0.587,0.944,0.364,0.526,0.392,0.404,1.048,0.513,,1.615,,,0.864,,,,0.405,0.381,0.776,1.17,0.808,1.81,,,2.415,,2.911,,,,0.924,30.209,0.093,65.295,0.648,48.821,,1.127,,1.323,,1.193,,,,,,,,,
"Nov
1993",0.227,0.49,0.836,0.771,,1.067,2.377,,1.922,1.6,2.245,2.107,2.277,2.526,3.008,2.864,4.922,5.737,6.372,2.693,2.584,3.363,3.146,3.911,3.718,4.263,2.008,3.222,,1.721,2.836,,1.166,2.052,2.177,2.37,3.229,0.918,2.121,1.077,0.937,2.057,0.917,,1.408,,,,1.613,0.589,3,3.395,2.596,0.798,0.404,0.694,,0.544,1.159,,,,1.601,,0.347,0.606,1.01,0.36,0.511,0.4,0.43,1.226,0.778,,1.643,,,0.877,,,,0.403,0.379,0.732,1.143,0.799,1.817,,,2.433,,2.843,,,,0.927,29.654,0.091,64.968,0.645,48.243,,1.113,,1.305,,1.178,,,,,,,,,
"Dec
1993",0.222,0.495,0.843,0.76,,1.118,2.426,,1.907,1.574,2.249,2.124,2.263,2.471,3.015,2.853,4.728,5.773,6.544,2.755,2.555,3.322,3.147,3.694,3.907,4.261,2.018,3.243,,1.675,2.718,,1.194,1.992,2.117,2.303,3.179,0.91,2.167,1.13,0.954,2.044,0.871,,1.432,,,,1.608,0.599,2.994,3.361,2.591,0.778,0.414,0.556,,0.499,1.054,0.891,,,1.962,,0.364,0.525,1.313,0.371,0.492,0.413,0.48,1.257,0.927,,1.672,,,0.871,,,,0.398,0.374,0.751,1.18,0.804,1.88,,,2.48,,2.918,,,,0.914,30.262,0.09,66.401,0.662,48.248,,1.07,1.185,1.268,,1.136,,,,,,,,,
"Jan
1994",0.233,0.515,0.849,0.768,,1.13,2.378,,1.892,1.561,2.219,2.075,2.209,2.442,3.059,2.821,4.901,5.789,6.5,2.695,2.569,3.319,3.2,3.718,3.739,4.238,2.041,3.256,,1.643,2.749,,1.155,2.066,2.1,2.334,3.305,0.899,2.11,1.117,0.978,2.055,0.917,,1.457,,,,1.638,0.594,3.049,3.35,2.532,0.789,0.44,0.505,,0.473,0.942,0.827,,,2.01,,0.369,0.506,1.604,0.356,0.53,0.424,0.553,1.281,0.707,,1.674,,,0.887,,,,0.407,0.386,0.78,1.185,0.824,1.863,,,2.53,,2.872,,,,0.919,30.236,0.09,66.469,0.662,48.2,,1.043,1.159,1.24,,1.109,,,,,,,,,
"Feb
1994",0.23,0.543,0.854,0.756,,1.146,2.411,,1.882,1.555,2.234,2.079,2.299,2.492,3.037,2.868,4.76,5.708,6.291,2.648,2.572,3.267,3.141,3.745,3.913,4.197,2.019,3.266,,1.622,2.693,,1.124,2.064,2.099,2.312,,0.888,2.128,1.114,0.991,2.049,0.903,,1.446,,,,1.608,0.59,3.087,3.365,2.515,0.81,0.514,0.496,,0.462,0.844,0.815,1.21,1.318,1.378,,0.373,0.542,1.112,0.346,0.476,0.421,0.597,1.091,0.594,,1.648,,,0.881,,,,0.405,0.382,0.784,1.147,0.845,1.899,,,2.529,,3.018,,,,0.978,30.183,0.09,66.083,0.661,48.403,,1.051,1.162,1.245,,1.114,,,,,,,,,
"Mar
1994",0.226,0.556,0.851,0.755,,1.124,2.468,1.233,1.904,1.576,2.208,2.094,2.312,2.503,3.053,2.909,4.934,5.816,6.455,2.679,2.532,3.293,3.16,3.775,3.873,4.163,2.017,3.258,,1.681,2.63,,1.164,2.012,2.15,2.324,,0.891,2.15,1.087,0.986,2.05,0.926,,1.446,,,,1.62,0.585,3.125,3.409,2.581,0.804,0.5,0.52,,0.47,0.838,0.79,,1.262,1.331,,0.395,0.613,0.914,0.309,0.476,0.416,0.565,1.035,0.607,,1.665,,,0.877,,,,0.401,0.375,0.803,1.148,0.847,1.84,,,2.515,,2.97,,,,0.966,30.32,0.089,66.685,0.666,47.95,,1.045,1.157,1.243,,1.109,,,,,,,,,
